atk_ko,move,def_ko,turns_to_ko
파라블레이즈,고스트다이브,갸라도스,4
파라블레이즈,고스트다이브,아머까오,5
파라블레이즈,고스트다이브,킬라플로르,3
파라블레이즈,고스트다이브,대쓰여너,2
파라블레이즈,고스트다이브,리자몽,3
파라블레이즈,고스트다이브,포푸니크,2
파라블레이즈,고스트다이브,개굴닌자,4
파라블레이즈,고스트다이브,에이스번,3
파라블레이즈,고스트다이브,알로라 나인테일,3
파라블레이즈,고스트다이브,에써르(수컷),무효
파라블레이즈,고스트다이브,워시로토무,3
파라블레이즈,고스트다이브,불카모스,4
파라블레이즈,고스트다이브,빠르모트,2
파라블레이즈,고스트다이브,라우드본,3
파라블레이즈,고스트다이브,삼삼드래,6
파라블레이즈,고스트다이브,메타그로스,2
파라블레이즈,고스트다이브,망나뇽,4
파라블레이즈,고스트다이브,님피아,4
파라블레이즈,고스트다이브,히트로토무,3
파라블레이즈,고스트다이브,거북왕,3
파라블레이즈,고스트다이브,대도각참,7
파라블레이즈,고스트다이브,팬텀,2
파라블레이즈,고스트다이브,마폭시,2
파라블레이즈,고스트다이브,엠페르트,3
파라블레이즈,고스트다이브,번치코,2
파라블레이즈,고스트다이브,대짱이,4
파라블레이즈,고스트다이브,라이츄,2
파라블레이즈,고스트다이브,블래키,13
파라블레이즈,고스트다이브,다크펫,2
파라블레이즈,고스트다이브,더시마사리,5
파라블레이즈,고스트다이브,핫삼,4
파라블레이즈,고스트다이브,오롱털,5
파라블레이즈,고스트다이브,픽시,4
파라블레이즈,고스트다이브,카디나르마,2
파라블레이즈,고스트다이브,앱솔,4
파라블레이즈,고스트다이브,찌리배리,5
파라블레이즈,고스트다이브,맘모꾸리,3
파라블레이즈,고스트다이브,패리퍼,3
파라블레이즈,고스트다이브,찌르호크,무효
파라블레이즈,고스트다이브,대검귀,5
파라블레이즈,고스트다이브,마기라스,10
파라블레이즈,고스트다이브,이어롭,무효
파라블레이즈,고스트다이브,플라엣테,3
파라블레이즈,고스트다이브,배바닐라,3
파라블레이즈,고스트다이브,드래펄트,2
파라블레이즈,고스트다이브,입치트,3
파라블레이즈,고스트다이브,메가니움,4
파라블레이즈,고스트다이브,메타몽,무효
파라블레이즈,고스트다이브,이상해꽃,3
파라블레이즈,고스트다이브,밀로틱,5
파라블레이즈,고스트다이브,스코빌런,3
파라블레이즈,고스트다이브,아쿠스타,2
파라블레이즈,고스트다이브,몰드류,3
파라블레이즈,고스트다이브,조로아크(히스이),무효
파라블레이즈,고스트다이브,미끄래곤(히스이),4
파라블레이즈,고스트다이브,잠만보,무효
파라블레이즈,고스트다이브,무장조,5
파라블레이즈,고스트다이브,클레스퍼트라,2
파라블레이즈,고스트다이브,창파나이트,3
파라블레이즈,고스트다이브,우츠보트,3
파라블레이즈,고스트다이브,가라르야도킹,2
파라블레이즈,고스트다이브,깜까미,3
파라블레이즈,고스트다이브,엘풍,3
파라블레이즈,고스트다이브,저승갓숭,2
파라블레이즈,고스트다이브,스트린더(하이),3
파라블레이즈,고스트다이브,샤미드,4
파라블레이즈,고스트다이브,사마자르,3
파라블레이즈,고스트다이브,인텔리레온,2
파라블레이즈,고스트다이브,깨비물거미,4
파라블레이즈,고스트다이브,가디안,2
파라블레이즈,고스트다이브,왕구리,3
파라블레이즈,고스트다이브,엘레이드,1
파라블레이즈,고스트다이브,브리무음,2
파라블레이즈,고스트다이브,눈여아,2
파라블레이즈,고스트다이브,어흥염,10
파라블레이즈,고스트다이브,마릴리,4
파라블레이즈,고스트다이브,올리르바,무효
파라블레이즈,고스트다이브,스트린더(로우),3
파라블레이즈,고스트다이브,펜드라,3
파라블레이즈,고스트다이브,화염레오,무효
파라블레이즈,고스트다이브,윈디(히스이),3
파라블레이즈,고스트다이브,캥카,무효
파라블레이즈,고스트다이브,꿈트렁,5
파라블레이즈,고스트다이브,에써르(암컷),무효
파라블레이즈,고스트다이브,후딘,2
파라블레이즈,고스트다이브,드래캄,2
패리퍼,폭풍,보만다,4
패리퍼,폭풍,한카리아스,3
패리퍼,폭풍,누리레느,4
패리퍼,폭풍,갑주무사,2
패리퍼,폭풍,하마돈,4
패리퍼,폭풍,루카리오,3
패리퍼,폭풍,드닐레이브,3
패리퍼,폭풍,브리두라스,6
패리퍼,폭풍,타부자고,7
패리퍼,폭풍,따라큐,3
패리퍼,폭풍,고릴타,2
패리퍼,폭풍,킬가르도,10
패리퍼,폭풍,마스카나,2
패리퍼,폭풍,갸라도스,3
패리퍼,폭풍,아머까오,8
패리퍼,폭풍,킬라플로르,5
패리퍼,폭풍,대쓰여너,3
패리퍼,폭풍,리자몽,3
패리퍼,폭풍,포푸니크,2
패리퍼,폭풍,개굴닌자,3
패리퍼,폭풍,에이스번,3
패리퍼,폭풍,알로라 나인테일,3
패리퍼,폭풍,에써르(수컷),3
패리퍼,폭풍,워시로토무,7
패리퍼,폭풍,불카모스,3
패리퍼,폭풍,빠르모트,2
패리퍼,폭풍,라우드본,5
패리퍼,폭풍,삼삼드래,3
패리퍼,폭풍,메타그로스,5
패리퍼,폭풍,망나뇽,4
패리퍼,폭풍,님피아,6
패리퍼,폭풍,히트로토무,5
패리퍼,폭풍,거북왕,3
패리퍼,폭풍,대도각참,6
패리퍼,폭풍,팬텀,3
패리퍼,폭풍,마폭시,3
패리퍼,폭풍,엠페르트,6
패리퍼,폭풍,번치코,1
패리퍼,폭풍,대짱이,4
패리퍼,폭풍,라이츄,5
패리퍼,폭풍,블래키,6
패리퍼,폭풍,다크펫,2
패리퍼,폭풍,더시마사리,5
패리퍼,폭풍,핫삼,3
패리퍼,폭풍,오롱털,3
패리퍼,폭풍,픽시,5
패리퍼,폭풍,카디나르마,3
패리퍼,폭풍,앱솔,2
패리퍼,폭풍,찌리배리,12
패리퍼,폭풍,맘모꾸리,3
패리퍼,폭풍,파라블레이즈,3
패리퍼,폭풍,찌르호크,3
패리퍼,폭풍,대검귀,3
패리퍼,폭풍,마기라스,10
패리퍼,폭풍,이어롭,4
패리퍼,폭풍,플라엣테,4
패리퍼,폭풍,배바닐라,3
패리퍼,폭풍,드래펄트,3
패리퍼,폭풍,입치트,4
패리퍼,폭풍,메가니움,2
패리퍼,폭풍,메타몽,2
패리퍼,폭풍,이상해꽃,2
패리퍼,폭풍,밀로틱,6
패리퍼,폭풍,스코빌런,2
패리퍼,폭풍,아쿠스타,3
패리퍼,폭풍,몰드류,5
패리퍼,폭풍,조로아크(히스이),2
패리퍼,폭풍,미끄래곤(히스이),13
패리퍼,폭풍,잠만보,7
패리퍼,폭풍,무장조,7
패리퍼,폭풍,클레스퍼트라,3
패리퍼,폭풍,창파나이트,2
패리퍼,폭풍,우츠보트,2
패리퍼,폭풍,가라르야도킹,5
패리퍼,폭풍,깜까미,3
패리퍼,폭풍,엘풍,2
패리퍼,폭풍,저승갓숭,2
패리퍼,폭풍,스트린더(하이),5
패리퍼,폭풍,샤미드,6
패리퍼,폭풍,사마자르,3
패리퍼,폭풍,인텔리레온,2
패리퍼,폭풍,깨비물거미,2
패리퍼,폭풍,가디안,3
패리퍼,폭풍,왕구리,3
패리퍼,폭풍,엘레이드,2
패리퍼,폭풍,브리무음,3
패리퍼,폭풍,눈여아,3
패리퍼,폭풍,어흥염,4
패리퍼,폭풍,마릴리,4
패리퍼,폭풍,올리르바,2
패리퍼,폭풍,스트린더(로우),5
패리퍼,폭풍,펜드라,2
패리퍼,폭풍,화염레오,3
패리퍼,폭풍,윈디(히스이),6
패리퍼,폭풍,캥카,3
패리퍼,폭풍,꿈트렁,5
패리퍼,폭풍,에써르(암컷),3
패리퍼,폭풍,후딘,3
패리퍼,폭풍,드래캄,3
패리퍼,유턴,보만다,32
패리퍼,유턴,한카리아스,10
패리퍼,유턴,누리레느,20
패리퍼,유턴,갑주무사,10
패리퍼,유턴,하마돈,17
패리퍼,유턴,루카리오,28
패리퍼,유턴,드닐레이브,11
패리퍼,유턴,브리두라스,28
패리퍼,유턴,타부자고,40
패리퍼,유턴,따라큐,25
패리퍼,유턴,고릴타,4
패리퍼,유턴,킬가르도,40
패리퍼,유턴,마스카나,2
패리퍼,유턴,갸라도스,24
패리퍼,유턴,아머까오,40
패리퍼,유턴,킬라플로르,17
패리퍼,유턴,대쓰여너,18
패리퍼,유턴,리자몽,33
패리퍼,유턴,포푸니크,27
패리퍼,유턴,개굴닌자,4
패리퍼,유턴,에이스번,16
패리퍼,유턴,알로라 나인테일,15
패리퍼,유턴,에써르(수컷),3
패리퍼,유턴,워시로토무,16
패리퍼,유턴,불카모스,23
패리퍼,유턴,빠르모트,14
패리퍼,유턴,라우드본,40
패리퍼,유턴,삼삼드래,5
패리퍼,유턴,메타그로스,10
패리퍼,유턴,망나뇽,22
패리퍼,유턴,님피아,40
패리퍼,유턴,히트로토무,16
패리퍼,유턴,거북왕,9
패리퍼,유턴,대도각참,11
패리퍼,유턴,팬텀,24
패리퍼,유턴,마폭시,8
패리퍼,유턴,엠페르트,18
패리퍼,유턴,번치코,26
패리퍼,유턴,대짱이,12
패리퍼,유턴,라이츄,6
패리퍼,유턴,블래키,10
패리퍼,유턴,다크펫,13
패리퍼,유턴,더시마사리,40
패리퍼,유턴,핫삼,21
패리퍼,유턴,오롱털,8
패리퍼,유턴,픽시,40
패리퍼,유턴,카디나르마,10
패리퍼,유턴,앱솔,4
패리퍼,유턴,찌리배리,36
패리퍼,유턴,맘모꾸리,10
패리퍼,유턴,파라블레이즈,31
패리퍼,유턴,찌르호크,27
패리퍼,유턴,대검귀,5
패리퍼,유턴,마기라스,8
패리퍼,유턴,이어롭,10
패리퍼,유턴,플라엣테,16
패리퍼,유턴,배바닐라,8
패리퍼,유턴,드래펄트,14
패리퍼,유턴,입치트,39
패리퍼,유턴,메가니움,6
패리퍼,유턴,메타몽,5
패리퍼,유턴,이상해꽃,9
패리퍼,유턴,밀로틱,26
패리퍼,유턴,스코빌런,12
패리퍼,유턴,아쿠스타,4
패리퍼,유턴,몰드류,16
패리퍼,유턴,조로아크(히스이),12
패리퍼,유턴,미끄래곤(히스이),40
패리퍼,유턴,잠만보,29
패리퍼,유턴,무장조,40
패리퍼,유턴,클레스퍼트라,4
패리퍼,유턴,창파나이트,16
패리퍼,유턴,우츠보트,9
패리퍼,유턴,가라르야도킹,23
패리퍼,유턴,깜까미,8
패리퍼,유턴,엘풍,8
패리퍼,유턴,저승갓숭,40
패리퍼,유턴,스트린더(하이),15
패리퍼,유턴,샤미드,24
패리퍼,유턴,사마자르,9
패리퍼,유턴,인텔리레온,7
패리퍼,유턴,깨비물거미,11
패리퍼,유턴,가디안,7
패리퍼,유턴,왕구리,8
패리퍼,유턴,엘레이드,6
패리퍼,유턴,브리무음,9
패리퍼,유턴,눈여아,14
패리퍼,유턴,어흥염,17
패리퍼,유턴,마릴리,22
패리퍼,유턴,올리르바,5
패리퍼,유턴,스트린더(로우),15
패리퍼,유턴,펜드라,16
패리퍼,유턴,화염레오,16
패리퍼,유턴,윈디(히스이),18
패리퍼,유턴,캥카,10
패리퍼,유턴,꿈트렁,28
패리퍼,유턴,에써르(암컷),4
패리퍼,유턴,후딘,3
패리퍼,유턴,드래캄,14
패리퍼,냉동빔,보만다,2
패리퍼,냉동빔,한카리아스,2
패리퍼,냉동빔,누리레느,14
패리퍼,냉동빔,갑주무사,9
패리퍼,냉동빔,하마돈,4
패리퍼,냉동빔,루카리오,8
패리퍼,냉동빔,드닐레이브,6
패리퍼,냉동빔,브리두라스,6
패리퍼,냉동빔,타부자고,13
패리퍼,냉동빔,따라큐,4
패리퍼,냉동빔,고릴타,2
패리퍼,냉동빔,킬가르도,35
패리퍼,냉동빔,마스카나,2
패리퍼,냉동빔,갸라도스,6
패리퍼,냉동빔,아머까오,7
패리퍼,냉동빔,킬라플로르,5
패리퍼,냉동빔,대쓰여너,11
패리퍼,냉동빔,리자몽,5
패리퍼,냉동빔,포푸니크,5
패리퍼,냉동빔,개굴닌자,8
패리퍼,냉동빔,에이스번,9
패리퍼,냉동빔,알로라 나인테일,10
패리퍼,냉동빔,에써르(수컷),5
패리퍼,냉동빔,워시로토무,19
패리퍼,냉동빔,불카모스,17
패리퍼,냉동빔,빠르모트,4
패리퍼,냉동빔,라우드본,17
패리퍼,냉동빔,삼삼드래,3
패리퍼,냉동빔,메타그로스,9
패리퍼,냉동빔,망나뇽,2
패리퍼,냉동빔,님피아,14
패리퍼,냉동빔,히트로토무,9
패리퍼,냉동빔,거북왕,11
패리퍼,냉동빔,대도각참,10
패리퍼,냉동빔,팬텀,4
패리퍼,냉동빔,마폭시,10
패리퍼,냉동빔,엠페르트,21
패리퍼,냉동빔,번치코,8
패리퍼,냉동빔,대짱이,7
패리퍼,냉동빔,라이츄,4
패리퍼,냉동빔,블래키,15
패리퍼,냉동빔,다크펫,4
패리퍼,냉동빔,더시마사리,40
패리퍼,냉동빔,핫삼,10
패리퍼,냉동빔,오롱털,5
패리퍼,냉동빔,픽시,11
패리퍼,냉동빔,카디나르마,9
패리퍼,냉동빔,앱솔,4
패리퍼,냉동빔,찌리배리,11
패리퍼,냉동빔,맘모꾸리,6
패리퍼,냉동빔,파라블레이즈,10
패리퍼,냉동빔,찌르호크,3
패리퍼,냉동빔,대검귀,9
패리퍼,냉동빔,마기라스,9
패리퍼,냉동빔,이어롭,6
패리퍼,냉동빔,플라엣테,7
패리퍼,냉동빔,배바닐라,10
패리퍼,냉동빔,드래펄트,2
패리퍼,냉동빔,입치트,6
패리퍼,냉동빔,메가니움,4
패리퍼,냉동빔,메타몽,3
패리퍼,냉동빔,이상해꽃,3
패리퍼,냉동빔,밀로틱,40
패리퍼,냉동빔,스코빌런,6
패리퍼,냉동빔,아쿠스타,8
패리퍼,냉동빔,몰드류,5
패리퍼,냉동빔,조로아크(히스이),4
패리퍼,냉동빔,미끄래곤(히스이),12
패리퍼,냉동빔,잠만보,40
패리퍼,냉동빔,무장조,6
패리퍼,냉동빔,클레스퍼트라,5
패리퍼,냉동빔,창파나이트,4
패리퍼,냉동빔,우츠보트,3
패리퍼,냉동빔,가라르야도킹,12
패리퍼,냉동빔,깜까미,4
패리퍼,냉동빔,엘풍,2
패리퍼,냉동빔,저승갓숭,10
패리퍼,냉동빔,스트린더(하이),4
패리퍼,냉동빔,샤미드,40
패리퍼,냉동빔,사마자르,4
패리퍼,냉동빔,인텔리레온,8
패리퍼,냉동빔,깨비물거미,15
패리퍼,냉동빔,가디안,6
패리퍼,냉동빔,왕구리,11
패리퍼,냉동빔,엘레이드,5
패리퍼,냉동빔,브리무음,5
패리퍼,냉동빔,눈여아,8
패리퍼,냉동빔,어흥염,13
패리퍼,냉동빔,마릴리,12
패리퍼,냉동빔,올리르바,3
패리퍼,냉동빔,스트린더(로우),4
패리퍼,냉동빔,펜드라,4
패리퍼,냉동빔,화염레오,8
패리퍼,냉동빔,윈디(히스이),10
패리퍼,냉동빔,캥카,5
패리퍼,냉동빔,꿈트렁,9
패리퍼,냉동빔,에써르(암컷),5
패리퍼,냉동빔,후딘,5
패리퍼,냉동빔,드래캄,3
패리퍼,파도타기,보만다,8
패리퍼,파도타기,한카리아스,4
패리퍼,파도타기,누리레느,10
패리퍼,파도타기,갑주무사,6
패리퍼,파도타기,하마돈,3
패리퍼,파도타기,루카리오,3
패리퍼,파도타기,드닐레이브,8
패리퍼,파도타기,브리두라스,7
패리퍼,파도타기,타부자고,5
패리퍼,파도타기,따라큐,3
패리퍼,파도타기,고릴타,6
패리퍼,파도타기,킬가르도,5
패리퍼,파도타기,마스카나,6
패리퍼,파도타기,갸라도스,8
패리퍼,파도타기,아머까오,5
패리퍼,파도타기,킬라플로르,2
패리퍼,파도타기,대쓰여너,7
패리퍼,파도타기,리자몽,2
패리퍼,파도타기,포푸니크,3
패리퍼,파도타기,개굴닌자,6
패리퍼,파도타기,에이스번,2
패리퍼,파도타기,알로라 나인테일,4
패리퍼,파도타기,에써르(수컷),3
패리퍼,파도타기,워시로토무,10
패리퍼,파도타기,불카모스,3
패리퍼,파도타기,빠르모트,3
패리퍼,파도타기,라우드본,3
패리퍼,파도타기,삼삼드래,7
패리퍼,파도타기,메타그로스,3
패리퍼,파도타기,망나뇽,9
패리퍼,파도타기,님피아,8
패리퍼,파도타기,히트로토무,2
패리퍼,파도타기,거북왕,7
패리퍼,파도타기,대도각참,4
패리퍼,파도타기,팬텀,3
패리퍼,파도타기,마폭시,2
패리퍼,파도타기,엠페르트,7
패리퍼,파도타기,번치코,2
패리퍼,파도타기,대짱이,5
패리퍼,파도타기,라이츄,3
패리퍼,파도타기,블래키,8
패리퍼,파도타기,다크펫,3
패리퍼,파도타기,더시마사리,17
패리퍼,파도타기,핫삼,4
패리퍼,파도타기,오롱털,4
패리퍼,파도타기,픽시,6
패리퍼,파도타기,카디나르마,2
패리퍼,파도타기,앱솔,3
패리퍼,파도타기,찌리배리,6
패리퍼,파도타기,맘모꾸리,2
패리퍼,파도타기,파라블레이즈,2
패리퍼,파도타기,찌르호크,4
패리퍼,파도타기,대검귀,6
패리퍼,파도타기,마기라스,3
패리퍼,파도타기,이어롭,4
패리퍼,파도타기,플라엣테,5
패리퍼,파도타기,배바닐라,4
패리퍼,파도타기,드래펄트,6
패리퍼,파도타기,입치트,2
패리퍼,파도타기,메가니움,9
패리퍼,파도타기,메타몽,2
패리퍼,파도타기,이상해꽃,8
패리퍼,파도타기,밀로틱,25
패리퍼,파도타기,스코빌런,4
패리퍼,파도타기,아쿠스타,6
패리퍼,파도타기,몰드류,2
패리퍼,파도타기,조로아크(히스이),3
패리퍼,파도타기,미끄래곤(히스이),20
패리퍼,파도타기,잠만보,8
패리퍼,파도타기,무장조,4
패리퍼,파도타기,클레스퍼트라,3
패리퍼,파도타기,창파나이트,3
패리퍼,파도타기,우츠보트,7
패리퍼,파도타기,가라르야도킹,7
패리퍼,파도타기,깜까미,3
패리퍼,파도타기,엘풍,5
패리퍼,파도타기,저승갓숭,6
패리퍼,파도타기,스트린더(하이),3
패리퍼,파도타기,샤미드,40
패리퍼,파도타기,사마자르,2
패리퍼,파도타기,인텔리레온,5
패리퍼,파도타기,깨비물거미,10
패리퍼,파도타기,가디안,4
패리퍼,파도타기,왕구리,8
패리퍼,파도타기,엘레이드,4
패리퍼,파도타기,브리무음,4
패리퍼,파도타기,눈여아,3
패리퍼,파도타기,어흥염,3
패리퍼,파도타기,마릴리,8
패리퍼,파도타기,올리르바,8
패리퍼,파도타기,스트린더(로우),3
패리퍼,파도타기,펜드라,3
패리퍼,파도타기,화염레오,2
패리퍼,파도타기,윈디(히스이),2
패리퍼,파도타기,캥카,4
패리퍼,파도타기,꿈트렁,3
패리퍼,파도타기,에써르(암컷),4
패리퍼,파도타기,후딘,3
패리퍼,파도타기,드래캄,7
패리퍼,웨더볼,보만다,11
패리퍼,웨더볼,한카리아스,10
패리퍼,웨더볼,누리레느,12
패리퍼,웨더볼,갑주무사,8
패리퍼,웨더볼,하마돈,12
패리퍼,웨더볼,루카리오,14
패리퍼,웨더볼,드닐레이브,10
패리퍼,웨더볼,브리두라스,18
패리퍼,웨더볼,타부자고,무효
패리퍼,웨더볼,따라큐,무효
패리퍼,웨더볼,고릴타,7
패리퍼,웨더볼,킬가르도,무효
패리퍼,웨더볼,마스카나,7
패리퍼,웨더볼,갸라도스,10
패리퍼,웨더볼,아머까오,25
패리퍼,웨더볼,킬라플로르,16
패리퍼,웨더볼,대쓰여너,무효
패리퍼,웨더볼,리자몽,9
패리퍼,웨더볼,포푸니크,8
패리퍼,웨더볼,개굴닌자,7
패리퍼,웨더볼,에이스번,8
패리퍼,웨더볼,알로라 나인테일,9
패리퍼,웨더볼,에써르(수컷),8
패리퍼,웨더볼,워시로토무,15
패리퍼,웨더볼,불카모스,15
패리퍼,웨더볼,빠르모트,7
패리퍼,웨더볼,라우드본,무효
패리퍼,웨더볼,삼삼드래,9
패리퍼,웨더볼,메타그로스,15
패리퍼,웨더볼,망나뇽,11
패리퍼,웨더볼,님피아,40
패리퍼,웨더볼,히트로토무,8
패리퍼,웨더볼,거북왕,9
패리퍼,웨더볼,대도각참,18
패리퍼,웨더볼,팬텀,무효
패리퍼,웨더볼,마폭시,9
패리퍼,웨더볼,엠페르트,19
패리퍼,웨더볼,번치코,7
패리퍼,웨더볼,대짱이,12
패리퍼,웨더볼,라이츄,7
패리퍼,웨더볼,블래키,40
패리퍼,웨더볼,다크펫,무효
패리퍼,웨더볼,더시마사리,31
패리퍼,웨더볼,핫삼,18
패리퍼,웨더볼,오롱털,8
패리퍼,웨더볼,픽시,27
패리퍼,웨더볼,카디나르마,8
패리퍼,웨더볼,앱솔,7
패리퍼,웨더볼,찌리배리,29
패리퍼,웨더볼,맘모꾸리,8
패리퍼,웨더볼,파라블레이즈,무효
패리퍼,웨더볼,찌르호크,9
패리퍼,웨더볼,대검귀,8
패리퍼,웨더볼,마기라스,40
패리퍼,웨더볼,이어롭,10
패리퍼,웨더볼,플라엣테,12
패리퍼,웨더볼,배바닐라,8
패리퍼,웨더볼,드래펄트,무효
패리퍼,웨더볼,입치트,11
패리퍼,웨더볼,메가니움,11
패리퍼,웨더볼,메타몽,5
패리퍼,웨더볼,이상해꽃,10
패리퍼,웨더볼,밀로틱,40
패리퍼,웨더볼,스코빌런,12
패리퍼,웨더볼,아쿠스타,8
패리퍼,웨더볼,몰드류,16
패리퍼,웨더볼,조로아크(히스이),무효
패리퍼,웨더볼,미끄래곤(히스이),40
패리퍼,웨더볼,잠만보,40
패리퍼,웨더볼,무장조,21
패리퍼,웨더볼,클레스퍼트라,8
패리퍼,웨더볼,창파나이트,7
패리퍼,웨더볼,우츠보트,9
패리퍼,웨더볼,가라르야도킹,35
패리퍼,웨더볼,깜까미,무효
패리퍼,웨더볼,엘풍,7
패리퍼,웨더볼,저승갓숭,무효
패리퍼,웨더볼,스트린더(하이),7
패리퍼,웨더볼,샤미드,40
패리퍼,웨더볼,사마자르,14
패리퍼,웨더볼,인텔리레온,7
패리퍼,웨더볼,깨비물거미,13
패리퍼,웨더볼,가디안,9
패리퍼,웨더볼,왕구리,9
패리퍼,웨더볼,엘레이드,8
패리퍼,웨더볼,브리무음,9
패리퍼,웨더볼,눈여아,무효
패리퍼,웨더볼,어흥염,12
패리퍼,웨더볼,마릴리,11
패리퍼,웨더볼,올리르바,10
패리퍼,웨더볼,스트린더(로우),7
패리퍼,웨더볼,펜드라,7
패리퍼,웨더볼,화염레오,7
패리퍼,웨더볼,윈디(히스이),17
패리퍼,웨더볼,캥카,9
패리퍼,웨더볼,꿈트렁,15
패리퍼,웨더볼,에써르(암컷),9
패리퍼,웨더볼,후딘,8
패리퍼,웨더볼,드래캄,8
패리퍼,하이드로펌프,보만다,7
패리퍼,하이드로펌프,한카리아스,3
패리퍼,하이드로펌프,누리레느,8
패리퍼,하이드로펌프,갑주무사,5
패리퍼,하이드로펌프,하마돈,2
패리퍼,하이드로펌프,루카리오,3
패리퍼,하이드로펌프,드닐레이브,6
패리퍼,하이드로펌프,브리두라스,6
패리퍼,하이드로펌프,타부자고,4
패리퍼,하이드로펌프,따라큐,3
패리퍼,하이드로펌프,고릴타,5
패리퍼,하이드로펌프,킬가르도,4
패리퍼,하이드로펌프,마스카나,5
패리퍼,하이드로펌프,갸라도스,6
패리퍼,하이드로펌프,아머까오,4
패리퍼,하이드로펌프,킬라플로르,2
패리퍼,하이드로펌프,대쓰여너,6
패리퍼,하이드로펌프,리자몽,2
패리퍼,하이드로펌프,포푸니크,3
패리퍼,하이드로펌프,개굴닌자,5
패리퍼,하이드로펌프,에이스번,2
패리퍼,하이드로펌프,알로라 나인테일,3
패리퍼,하이드로펌프,에써르(수컷),3
패리퍼,하이드로펌프,워시로토무,7
패리퍼,하이드로펌프,불카모스,3
패리퍼,하이드로펌프,빠르모트,2
패리퍼,하이드로펌프,라우드본,3
패리퍼,하이드로펌프,삼삼드래,6
패리퍼,하이드로펌프,메타그로스,3
패리퍼,하이드로펌프,망나뇽,7
패리퍼,하이드로펌프,님피아,6
패리퍼,하이드로펌프,히트로토무,2
패리퍼,하이드로펌프,거북왕,6
패리퍼,하이드로펌프,대도각참,3
패리퍼,하이드로펌프,팬텀,3
패리퍼,하이드로펌프,마폭시,2
패리퍼,하이드로펌프,엠페르트,6
패리퍼,하이드로펌프,번치코,1
패리퍼,하이드로펌프,대짱이,4
패리퍼,하이드로펌프,라이츄,3
패리퍼,하이드로펌프,블래키,6
패리퍼,하이드로펌프,다크펫,2
패리퍼,하이드로펌프,더시마사리,13
패리퍼,하이드로펌프,핫삼,3
패리퍼,하이드로펌프,오롱털,3
패리퍼,하이드로펌프,픽시,5
패리퍼,하이드로펌프,카디나르마,2
패리퍼,하이드로펌프,앱솔,2
패리퍼,하이드로펌프,찌리배리,5
패리퍼,하이드로펌프,맘모꾸리,2
패리퍼,하이드로펌프,파라블레이즈,2
패리퍼,하이드로펌프,찌르호크,3
패리퍼,하이드로펌프,대검귀,5
패리퍼,하이드로펌프,마기라스,2
패리퍼,하이드로펌프,이어롭,4
패리퍼,하이드로펌프,플라엣테,4
패리퍼,하이드로펌프,배바닐라,3
패리퍼,하이드로펌프,드래펄트,5
패리퍼,하이드로펌프,입치트,2
패리퍼,하이드로펌프,메가니움,7
패리퍼,하이드로펌프,메타몽,2
패리퍼,하이드로펌프,이상해꽃,7
패리퍼,하이드로펌프,밀로틱,17
패리퍼,하이드로펌프,스코빌런,3
패리퍼,하이드로펌프,아쿠스타,5
패리퍼,하이드로펌프,몰드류,2
패리퍼,하이드로펌프,조로아크(히스이),2
패리퍼,하이드로펌프,미끄래곤(히스이),13
패리퍼,하이드로펌프,잠만보,7
패리퍼,하이드로펌프,무장조,4
패리퍼,하이드로펌프,클레스퍼트라,3
패리퍼,하이드로펌프,창파나이트,3
패리퍼,하이드로펌프,우츠보트,6
패리퍼,하이드로펌프,가라르야도킹,5
패리퍼,하이드로펌프,깜까미,3
패리퍼,하이드로펌프,엘풍,5
패리퍼,하이드로펌프,저승갓숭,5
패리퍼,하이드로펌프,스트린더(하이),3
패리퍼,하이드로펌프,샤미드,40
패리퍼,하이드로펌프,사마자르,2
패리퍼,하이드로펌프,인텔리레온,4
패리퍼,하이드로펌프,깨비물거미,9
패리퍼,하이드로펌프,가디안,3
패리퍼,하이드로펌프,왕구리,6
패리퍼,하이드로펌프,엘레이드,3
패리퍼,하이드로펌프,브리무음,3
패리퍼,하이드로펌프,눈여아,3
패리퍼,하이드로펌프,어흥염,2
패리퍼,하이드로펌프,마릴리,7
패리퍼,하이드로펌프,올리르바,7
패리퍼,하이드로펌프,스트린더(로우),3
패리퍼,하이드로펌프,펜드라,3
패리퍼,하이드로펌프,화염레오,2
패리퍼,하이드로펌프,윈디(히스이),2
패리퍼,하이드로펌프,캥카,3
패리퍼,하이드로펌프,꿈트렁,3
패리퍼,하이드로펌프,에써르(암컷),3
패리퍼,하이드로펌프,후딘,3
패리퍼,하이드로펌프,드래캄,6
패리퍼,전광석화,보만다,25
패리퍼,전광석화,한카리아스,17
패리퍼,전광석화,누리레느,16
패리퍼,전광석화,갑주무사,16
패리퍼,전광석화,하마돈,27
패리퍼,전광석화,루카리오,24
패리퍼,전광석화,드닐레이브,17
패리퍼,전광석화,브리두라스,40
패리퍼,전광석화,타부자고,무효
패리퍼,전광석화,따라큐,무효
패리퍼,전광석화,고릴타,14
패리퍼,전광석화,킬가르도,무효
패리퍼,전광석화,마스카나,13
패리퍼,전광석화,갸라도스,20
패리퍼,전광석화,아머까오,40
패리퍼,전광석화,킬라플로르,29
패리퍼,전광석화,대쓰여너,무효
패리퍼,전광석화,리자몽,15
패리퍼,전광석화,포푸니크,11
패리퍼,전광석화,개굴닌자,12
패리퍼,전광석화,에이스번,13
패리퍼,전광석화,알로라 나인테일,12
