pokemon,invest,mega,slot,move,type,cat,adoption_pct,role,status,drop_if_replaced,best_replacement,fastest_ko_share_pct,set_score,real_top4_score,real_top4,alt_set,win_share_pct,lose_share_pct
창파나이트,물리,0,4,전광석화,노말,물,23.5,선공,바꿈,0.0582,만나자마자,0,-0.1152,-0.2132,스타어설트|리프블레이드|만나자마자|인파이트,스타어설트|리프블레이드|만나자마자|전광석화,15.1,24.2
우츠보트,특수,1,1,힘흡수,풀,변,100,회복,유지,,,0,-0.1852,-0.1852,힘흡수|기가드레인|기습|오물폭탄,,23.6,53.3
우츠보트,특수,1,2,기가드레인,풀,특,88.6,,고정,,,28.8,-0.1852,-0.1852,힘흡수|기가드레인|기습|오물폭탄,,23.6,53.3
우츠보트,특수,1,3,기습,악,물,81.3,선공,고정,,,23.4,-0.1852,-0.1852,힘흡수|기가드레인|기습|오물폭탄,,23.6,53.3
우츠보트,특수,1,4,오물폭탄,독,특,67.6,,선택,0.1205,,47.7,-0.1852,-0.1852,힘흡수|기가드레인|기습|오물폭탄,,23.6,53.3
가라르야도킹,특수,0,1,게으름피우기,노말,변,66.4,회복,유지,,,0,-0.4264,-0.5585,게으름피우기|화염방사|썰렁개그|맹독,게으름피우기|썰렁개그|맹독|사이코키네시스,12.9,72
가라르야도킹,특수,0,2,썰렁개그,얼음,변,55.7,모델 밖,유지,,,0,-0.4264,-0.5585,게으름피우기|화염방사|썰렁개그|맹독,게으름피우기|썰렁개그|맹독|사이코키네시스,12.9,72
가라르야도킹,특수,0,3,맹독,독,변,51.1,모델 밖,유지,,,0,-0.4264,-0.5585,게으름피우기|화염방사|썰렁개그|맹독,게으름피우기|썰렁개그|맹독|사이코키네시스,12.9,72
가라르야도킹,특수,0,4,오물폭탄,독,특,45.2,,바꿈,0.0409,사이코키네시스,79.2,-0.4264,-0.5585,게으름피우기|화염방사|썰렁개그|맹독,게으름피우기|썰렁개그|맹독|사이코키네시스,12.9,72
깜까미,물리,0,1,속임수,악,물,78.7,,고정,,,99.7,-0.6292,-0.6292,속임수|앙코르|도깨비불|빛의장막,,0.8,81.9
깜까미,물리,0,2,앙코르,노말,변,73.1,모델 밖,유지,,,0,-0.6292,-0.6292,속임수|앙코르|도깨비불|빛의장막,,0.8,81.9
깜까미,물리,0,3,도깨비불,불꽃,변,67.5,모델 밖,유지,,,0,-0.6292,-0.6292,속임수|앙코르|도깨비불|빛의장막,,0.8,81.9
깜까미,물리,0,4,빛의장막,에스퍼,변,55.2,모델 밖,유지,,,0,-0.6292,-0.6292,속임수|앙코르|도깨비불|빛의장막,,0.8,81.9
엘풍,특수,0,1,문포스,페어리,특,98.5,,고정,,,99.4,-0.369,-0.369,문포스|앙코르|순풍|씨뿌리기,,9.5,59.8
엘풍,특수,0,2,앙코르,노말,변,80.2,모델 밖,유지,,,0,-0.369,-0.369,문포스|앙코르|순풍|씨뿌리기,,9.5,59.8
엘풍,특수,0,3,순풍,비행,변,54.2,모델 밖,유지,,,0,-0.369,-0.369,문포스|앙코르|순풍|씨뿌리기,,9.5,59.8
엘풍,특수,0,4,씨뿌리기,풀,변,41,모델 밖,유지,,,0,-0.369,-0.369,문포스|앙코르|순풍|씨뿌리기,,9.5,59.8
저승갓숭,물리,0,1,분노의주먹,고스트,물,100,,고정,,,46.5,-0.2203,-0.2203,분노의주먹|드레인펀치|벌크업|도발,,14.1,41.3
저승갓숭,물리,0,2,드레인펀치,격투,물,89.4,,고정,,,53.1,-0.2203,-0.2203,분노의주먹|드레인펀치|벌크업|도발,,14.1,41.3
저승갓숭,물리,0,3,벌크업,격투,변,79.6,쌓기,고정,,,0,-0.2203,-0.2203,분노의주먹|드레인펀치|벌크업|도발,,14.1,41.3
저승갓숭,물리,0,4,도발,악,변,70.4,모델 밖,유지,,,0,-0.2203,-0.2203,분노의주먹|드레인펀치|벌크업|도발,,14.1,41.3
스트린더(하이),특수,0,1,오버드라이브,전기,특,100,,고정,,,39,-0.2824,-0.2824,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|사이코노이즈,17.6,51.7
스트린더(하이),특수,0,2,폭음파,노말,특,96,,고정,,,18.8,-0.2824,-0.2824,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|사이코노이즈,17.6,51.7
스트린더(하이),특수,0,3,볼부비부비,전기,물,42.7,효과,유지,,,0,-0.2824,-0.2824,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|사이코노이즈,17.6,51.7
스트린더(하이),특수,0,4,오물웨이브,독,특,55.3,,선택,0.0306,사이코노이즈,41.8,-0.2824,-0.2824,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|사이코노이즈,17.6,51.7
샤미드,물리,0,1,희망사항,노말,변,87.7,회복,유지,,,0,-0.6021,-0.6021,희망사항|퀵턴|하품|방어,,1.3,87.4
샤미드,물리,0,2,퀵턴,물,물,75.9,교체,유지,,,99.8,-0.6021,-0.6021,희망사항|퀵턴|하품|방어,,1.3,87.4
샤미드,물리,0,3,하품,노말,변,67.8,모델 밖,유지,,,0,-0.6021,-0.6021,희망사항|퀵턴|하품|방어,,1.3,87.4
샤미드,물리,0,4,방어,노말,변,66.9,모델 밖,유지,,,0,-0.6021,-0.6021,희망사항|퀵턴|하품|방어,,1.3,87.4
사마자르,물리,0,1,암석액스,바위,물,100,,고정,,,32.7,-0.2316,-0.2316,암석액스|시저크로스|인파이트|깜짝베기,암석액스|시저크로스|인파이트|유턴,6.7,38.6
사마자르,물리,0,2,시저크로스,벌레,물,75.8,,고정,,,32.4,-0.2316,-0.2316,암석액스|시저크로스|인파이트|깜짝베기,암석액스|시저크로스|인파이트|유턴,6.7,38.6
사마자르,물리,0,3,인파이트,격투,물,67.9,,선택,0.0903,유턴,22.7,-0.2316,-0.2316,암석액스|시저크로스|인파이트|깜짝베기,암석액스|시저크로스|인파이트|유턴,6.7,38.6
사마자르,물리,0,4,깜짝베기,악,물,49.7,,선택,0.0347,유턴,12,-0.2316,-0.2316,암석액스|시저크로스|인파이트|깜짝베기,암석액스|시저크로스|인파이트|유턴,6.7,38.6
인텔리레온,특수,0,1,노려맞히기,물,특,100,,고정,,,65.7,-0.112,-0.112,노려맞히기|냉동빔|진공파|기충전,노려맞히기|냉동빔|기충전|악의파동,4.3,19.9
인텔리레온,특수,0,2,냉동빔,얼음,특,98.5,,고정,,,28.9,-0.112,-0.112,노려맞히기|냉동빔|진공파|기충전,노려맞히기|냉동빔|기충전|악의파동,4.3,19.9
인텔리레온,특수,0,3,기충전,노말,변,57.9,모델 밖,유지,,,0,-0.112,-0.112,노려맞히기|냉동빔|진공파|기충전,노려맞히기|냉동빔|기충전|악의파동,4.3,19.9
인텔리레온,특수,0,4,진공파,격투,특,58.5,선공,선택,0.001,악의파동,5,-0.112,-0.112,노려맞히기|냉동빔|진공파|기충전,노려맞히기|냉동빔|기충전|악의파동,4.3,19.9
깨비물거미,물리,0,1,끈적끈적네트,벌레,변,97.6,모델 밖,유지,,,0,-0.3904,-0.5193,끈적끈적네트|미러코트|아쿠아브레이크|파도타기,끈적끈적네트|미러코트|아쿠아브레이크|덤벼들기,10.3,59.3
깨비물거미,물리,0,2,미러코트,에스퍼,특,86.4,모델 밖,유지,,,0,-0.3904,-0.5193,끈적끈적네트|미러코트|아쿠아브레이크|파도타기,끈적끈적네트|미러코트|아쿠아브레이크|덤벼들기,10.3,59.3
깨비물거미,물리,0,3,아쿠아브레이크,물,물,79.2,,고정,,,80.5,-0.3904,-0.5193,끈적끈적네트|미러코트|아쿠아브레이크|파도타기,끈적끈적네트|미러코트|아쿠아브레이크|덤벼들기,10.3,59.3
깨비물거미,물리,0,4,흡혈,벌레,물,30.3,,바꿈,0,덤벼들기,19.2,-0.3904,-0.5193,끈적끈적네트|미러코트|아쿠아브레이크|파도타기,끈적끈적네트|미러코트|아쿠아브레이크|덤벼들기,10.3,59.3
가디안,특수,1,1,진공파,격투,특,89.9,선공,고정,,,2,0.1691,0.1132,진공파|하이퍼보이스|문포스|사이코키네시스,진공파|하이퍼보이스|매지컬플레임|사이코쇼크,29.6,9.3
가디안,특수,1,2,하이퍼보이스,노말,특,64.6,,선택,0.0332,문포스,68.3,0.1691,0.1132,진공파|하이퍼보이스|문포스|사이코키네시스,진공파|하이퍼보이스|매지컬플레임|사이코쇼크,29.6,9.3
가디안,특수,1,3,사이코키네시스,에스퍼,특,39.4,,선택,0.0111,사이코쇼크,15.9,0.1691,0.1132,진공파|하이퍼보이스|문포스|사이코키네시스,진공파|하이퍼보이스|매지컬플레임|사이코쇼크,29.6,9.3
가디안,특수,1,4,매지컬플레임,불꽃,특,30.3,,바꿈,0.0224,10만볼트,13.3,0.1691,0.1132,진공파|하이퍼보이스|문포스|사이코키네시스,진공파|하이퍼보이스|매지컬플레임|사이코쇼크,29.6,9.3
왕구리,특수,0,1,냉동빔,얼음,특,80.5,,고정,,,77.5,-0.5755,-0.5755,냉동빔|웨더볼|앙코르|멸망의노래,,0.8,83.1
왕구리,특수,0,2,웨더볼,노말,특,80.5,,고정,,,22.1,-0.5755,-0.5755,냉동빔|웨더볼|앙코르|멸망의노래,,0.8,83.1
왕구리,특수,0,3,앙코르,노말,변,54.6,모델 밖,유지,,,0,-0.5755,-0.5755,냉동빔|웨더볼|앙코르|멸망의노래,,0.8,83.1
왕구리,특수,0,4,멸망의노래,노말,변,42.4,모델 밖,유지,,,0,-0.5755,-0.5755,냉동빔|웨더볼|앙코르|멸망의노래,,0.8,83.1
엘레이드,물리,0,1,성스러운칼,격투,물,100,,고정,,,40.4,-0.1766,-0.2184,성스러운칼|사이코커터|리프블레이드|야습,성스러운칼|사이코커터|리프블레이드|야습,14.2,29.2
엘레이드,물리,0,2,사이코커터,에스퍼,물,92,,고정,,,12.2,-0.1766,-0.2184,성스러운칼|사이코커터|리프블레이드|야습,성스러운칼|사이코커터|리프블레이드|야습,14.2,29.2
엘레이드,물리,0,3,리프블레이드,풀,물,86.2,,고정,,,10.6,-0.1766,-0.2184,성스러운칼|사이코커터|리프블레이드|야습,성스러운칼|사이코커터|리프블레이드|야습,14.2,29.2
엘레이드,물리,0,4,트리플악셀,얼음,물,19.8,,바꿈,0.0419,야습,36.5,-0.1766,-0.2184,성스러운칼|사이코커터|리프블레이드|야습,성스러운칼|사이코커터|리프블레이드|야습,14.2,29.2
브리무음,특수,0,1,트릭룸,에스퍼,변,74.4,모델 밖,유지,,,0,-0.3149,-0.3743,트릭룸|매지컬플레임|사이코키네시스|드레인키스,트릭룸|사이코키네시스|매지컬샤인|기가드레인,3.7,41
브리무음,특수,0,2,매지컬플레임,불꽃,특,66.5,,선택,0.0253,기가드레인,20.3,-0.3149,-0.3743,트릭룸|매지컬플레임|사이코키네시스|드레인키스,트릭룸|사이코키네시스|매지컬샤인|기가드레인,3.7,41
브리무음,특수,0,3,사이코키네시스,에스퍼,특,51.4,,선택,0.035,사이코노이즈,48.3,-0.3149,-0.3743,트릭룸|매지컬플레임|사이코키네시스|드레인키스,트릭룸|사이코키네시스|매지컬샤인|기가드레인,3.7,41
브리무음,특수,0,4,매지컬샤인,페어리,특,29.9,,바꿈,0.0594,드레인키스,31.4,-0.3149,-0.3743,트릭룸|매지컬플레임|사이코키네시스|드레인키스,트릭룸|사이코키네시스|매지컬샤인|기가드레인,3.7,41
눈여아,특수,1,1,눈보라,얼음,특,100,,고정,,,60.8,0.1045,0.0956,눈보라|섀도볼|10만볼트|오로라베일,눈보라|섀도볼|오로라베일|10만볼트,21.1,9.3
눈여아,특수,1,2,섀도볼,고스트,특,90.9,,고정,,,39,0.1045,0.0956,눈보라|섀도볼|10만볼트|오로라베일,눈보라|섀도볼|오로라베일|10만볼트,21.1,9.3
눈여아,특수,1,3,오로라베일,얼음,변,44.3,모델 밖,유지,,,0,0.1045,0.0956,눈보라|섀도볼|10만볼트|오로라베일,눈보라|섀도볼|오로라베일|10만볼트,21.1,9.3
눈여아,특수,1,4,얼음뭉치,얼음,물,43.8,선공,바꿈,0.0089,10만볼트,0,0.1045,0.0956,눈보라|섀도볼|10만볼트|오로라베일,눈보라|섀도볼|오로라베일|10만볼트,21.1,9.3
어흥염,물리,0,1,막말내뱉기,악,변,92.2,모델 밖,유지,,,0,-0.2196,-0.2196,막말내뱉기|플레어드라이브|DD래리어트|도깨비불,,8.1,37.9
어흥염,물리,0,2,플레어드라이브,불꽃,물,86.1,,고정,,,63.3,-0.2196,-0.2196,막말내뱉기|플레어드라이브|DD래리어트|도깨비불,,8.1,37.9
어흥염,물리,0,3,DD래리어트,악,물,82.4,,고정,,,36,-0.2196,-0.2196,막말내뱉기|플레어드라이브|DD래리어트|도깨비불,,8.1,37.9
어흥염,물리,0,4,도깨비불,불꽃,변,44.6,모델 밖,유지,,,0,-0.2196,-0.2196,막말내뱉기|플레어드라이브|DD래리어트|도깨비불,,8.1,37.9
마릴리,물리,0,1,아쿠아제트,물,물,99.6,선공,고정,,,0,0.0134,0.0134,아쿠아제트|치근거리기|아쿠아브레이크|배북,아쿠아제트|치근거리기|배북|엄청난힘,24.5,25.8
마릴리,물리,0,2,치근거리기,페어리,물,96.8,,고정,,,68.5,0.0134,0.0134,아쿠아제트|치근거리기|아쿠아브레이크|배북,아쿠아제트|치근거리기|배북|엄청난힘,24.5,25.8
마릴리,물리,0,3,아쿠아브레이크,물,물,66.5,,선택,0.0308,엄청난힘,31.4,0.0134,0.0134,아쿠아제트|치근거리기|아쿠아브레이크|배북,아쿠아제트|치근거리기|배북|엄청난힘,24.5,25.8
마릴리,물리,0,4,배북,노말,변,59.8,쌓기,선택,0.3055,엄청난힘,0,0.0134,0.0134,아쿠아제트|치근거리기|아쿠아브레이크|배북,아쿠아제트|치근거리기|배북|엄청난힘,24.5,25.8
올리르바,특수,0,1,기가드레인,풀,특,84.3,,고정,,,62.8,-0.3457,-0.3457,기가드레인|대지의힘|힘흡수|씨뿌리기,기가드레인|힘흡수|씨뿌리기|매혹의보이스,8,60.8
올리르바,특수,0,2,힘흡수,풀,변,59.9,회복,유지,,,0,-0.3457,-0.3457,기가드레인|대지의힘|힘흡수|씨뿌리기,기가드레인|힘흡수|씨뿌리기|매혹의보이스,8,60.8
올리르바,특수,0,3,씨뿌리기,풀,변,55.7,모델 밖,유지,,,0,-0.3457,-0.3457,기가드레인|대지의힘|힘흡수|씨뿌리기,기가드레인|힘흡수|씨뿌리기|매혹의보이스,8,60.8
올리르바,특수,0,4,대지의힘,땅,특,66.6,,선택,0.0634,매혹의보이스,36.9,-0.3457,-0.3457,기가드레인|대지의힘|힘흡수|씨뿌리기,기가드레인|힘흡수|씨뿌리기|매혹의보이스,8,60.8
스트린더(로우),특수,0,1,오버드라이브,전기,특,100,,고정,,,39,-0.2813,-0.2813,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|오물폭탄,17.6,51.7
스트린더(로우),특수,0,2,폭음파,노말,특,93.1,,고정,,,18.9,-0.2813,-0.2813,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|오물폭탄,17.6,51.7
스트린더(로우),특수,0,3,볼부비부비,전기,물,34.3,효과,유지,,,0,-0.2813,-0.2813,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|오물폭탄,17.6,51.7
스트린더(로우),특수,0,4,오물웨이브,독,특,47.4,,선택,0.0019,오물폭탄,41.8,-0.2813,-0.2813,오버드라이브|폭음파|오물웨이브|볼부비부비,오버드라이브|폭음파|볼부비부비|오물폭탄,17.6,51.7
펜드라,물리,0,1,배턴터치,노말,변,50.2,모델 밖,유지,,,0,-0.0639,-0.2004,칼춤|지진|흡혈|배턴터치,배턴터치|지진|흡혈|더스트슈트,19.4,29.8
펜드라,물리,0,2,칼춤,노말,변,66.7,쌓기,선택,0.0015,흡혈,0,-0.0639,-0.2004,칼춤|지진|흡혈|배턴터치,배턴터치|지진|흡혈|더스트슈트,19.4,29.8
펜드라,물리,0,3,지진,땅,물,63.2,,선택,0.1264,흡혈,48.6,-0.0639,-0.2004,칼춤|지진|흡혈|배턴터치,배턴터치|지진|흡혈|더스트슈트,19.4,29.8
펜드라,물리,0,4,더스트슈트,독,물,18.8,,바꿈,0.1052,독찌르기,48.5,-0.0639,-0.2004,칼춤|지진|흡혈|배턴터치,배턴터치|지진|흡혈|더스트슈트,19.4,29.8
화염레오,특수,1,1,화염방사,불꽃,특,100,,고정,,,60.1,-0.0191,-0.0191,화염방사|오버히트|하품|방어,,34.9,37.8
화염레오,특수,1,2,오버히트,불꽃,특,88.7,한방,고정,,,39.6,-0.0191,-0.0191,화염방사|오버히트|하품|방어,,34.9,37.8
화염레오,특수,1,3,하품,노말,변,69.3,모델 밖,유지,,,0,-0.0191,-0.0191,화염방사|오버히트|하품|방어,,34.9,37.8
화염레오,특수,1,4,방어,노말,변,43.8,모델 밖,유지,,,0,-0.0191,-0.0191,화염방사|오버히트|하품|방어,,34.9,37.8
윈디(히스이),물리,0,1,플레어드라이브,불꽃,물,100,,고정,,,26,-0.1301,-0.1744,플레어드라이브|양날박치기|신속|와일드볼트,플레어드라이브|양날박치기|신속|와일드볼트,7.7,28.5
윈디(히스이),물리,0,2,양날박치기,바위,물,97.6,,고정,,,50.4,-0.1301,-0.1744,플레어드라이브|양날박치기|신속|와일드볼트,플레어드라이브|양날박치기|신속|와일드볼트,7.7,28.5
윈디(히스이),물리,0,3,신속,노말,물,72.5,선공,고정,,,0,-0.1301,-0.1744,플레어드라이브|양날박치기|신속|와일드볼트,플레어드라이브|양날박치기|신속|와일드볼트,7.7,28.5
윈디(히스이),물리,0,4,인파이트,격투,물,35.3,,바꿈,0.0443,와일드볼트,23.5,-0.1301,-0.1744,플레어드라이브|양날박치기|신속|와일드볼트,플레어드라이브|양날박치기|신속|와일드볼트,7.7,28.5
캥카,물리,1,1,지진,땅,물,79,,고정,,,60.5,0.12,0.12,지진|냉동펀치|기습|속이기,지진|냉동펀치|속이기|누르기,19.2,12.2
캥카,물리,1,2,냉동펀치,얼음,물,71,,고정,,,30.9,0.12,0.12,지진|냉동펀치|기습|속이기,지진|냉동펀치|속이기|누르기,19.2,12.2
캥카,물리,1,3,속이기,노말,물,60.9,효과,유지,,,0,0.12,0.12,지진|냉동펀치|기습|속이기,지진|냉동펀치|속이기|누르기,19.2,12.2
캥카,물리,1,4,기습,악,물,65.3,선공,선택,0.0031,누르기,7.8,0.12,0.12,지진|냉동펀치|기습|속이기,지진|냉동펀치|속이기|누르기,19.2,12.2
꿈트렁,물리,0,1,꼬리자르기,노말,변,94,모델 밖,유지,,,0,-0.292,-0.292,꼬리자르기|바디프레스|스텔스록|헤비봄버,,20.7,57.2
꿈트렁,물리,0,2,바디프레스,격투,물,86,,고정,,,37.2,-0.292,-0.292,꼬리자르기|바디프레스|스텔스록|헤비봄버,,20.7,57.2
꿈트렁,물리,0,3,스텔스록,바위,변,68.6,모델 밖,유지,,,0,-0.292,-0.292,꼬리자르기|바디프레스|스텔스록|헤비봄버,,20.7,57.2
꿈트렁,물리,0,4,헤비봄버,강철,물,47.5,,선택,0.1811,,62.5,-0.292,-0.292,꼬리자르기|바디프레스|스텔스록|헤비봄버,,20.7,57.2
에써르(암컷),특수,0,1,매지컬플레임,불꽃,특,73.4,,고정,,,37.9,-0.3912,-0.3912,매지컬플레임|치유소원|사이코키네시스|트릭룸,,4.5,58.4
에써르(암컷),특수,0,2,치유소원,에스퍼,변,68.3,모델 밖,유지,,,0,-0.3912,-0.3912,매지컬플레임|치유소원|사이코키네시스|트릭룸,,4.5,58.4
에써르(암컷),특수,0,3,트릭룸,에스퍼,변,54.9,모델 밖,유지,,,0,-0.3912,-0.3912,매지컬플레임|치유소원|사이코키네시스|트릭룸,,4.5,58.4
에써르(암컷),특수,0,4,사이코키네시스,에스퍼,특,54.9,,선택,0.1304,매혹의보이스,61.9,-0.3912,-0.3912,매지컬플레임|치유소원|사이코키네시스|트릭룸,,4.5,58.4
후딘,특수,0,1,사이코키네시스,에스퍼,특,89.6,,고정,,,50.6,-0.0794,-0.0933,사이코키네시스|섀도볼|매지컬샤인|기합구슬,사이코키네시스|섀도볼|기합구슬|에너지볼,9,14.6
후딘,특수,0,2,섀도볼,고스트,특,64.2,,선택,0.0385,에너지볼,19.2,-0.0794,-0.0933,사이코키네시스|섀도볼|매지컬샤인|기합구슬,사이코키네시스|섀도볼|기합구슬|에너지볼,9,14.6
후딘,특수,0,3,기합구슬,격투,특,55.9,,선택,0.0628,매지컬샤인,29.9,-0.0794,-0.0933,사이코키네시스|섀도볼|매지컬샤인|기합구슬,사이코키네시스|섀도볼|기합구슬|에너지볼,9,14.6
후딘,특수,0,4,나쁜음모,악,변,40.8,쌓기,바꿈,0.0037,에너지볼,0,-0.0794,-0.0933,사이코키네시스|섀도볼|매지컬샤인|기합구슬,사이코키네시스|섀도볼|기합구슬|에너지볼,9,14.6
드래캄,특수,1,1,용성군,드래곤,특,96.5,한방,고정,,,69.5,-0.0589,-0.0589,용성군|퀵턴|맹독|오물웨이브,용성군|퀵턴|맹독|오물폭탄,27.8,28.4
드래캄,특수,1,2,퀵턴,물,물,95,교체,유지,,,6.3,-0.0589,-0.0589,용성군|퀵턴|맹독|오물웨이브,용성군|퀵턴|맹독|오물폭탄,27.8,28.4
드래캄,특수,1,3,맹독,독,변,56.9,모델 밖,유지,,,0,-0.0589,-0.0589,용성군|퀵턴|맹독|오물웨이브,용성군|퀵턴|맹독|오물폭탄,27.8,28.4
드래캄,특수,1,4,오물웨이브,독,특,38.9,,선택,0.0097,오물폭탄,23.6,-0.0589,-0.0589,용성군|퀵턴|맹독|오물웨이브,용성군|퀵턴|맹독|오물폭탄,27.8,28.4
