atk_ko,def_ko,atk_rank,def_rank,ttk_atk_to_def,ttk_def_to_atk,v_base,v_atk_mega,v_def_has_item,v_def_mega,def_assumed_item
핫삼,왕구리,44,85,3.000,4.000,-0.0909,0.7648,-0.0909,,없음
핫삼,엘레이드,44,86,2.000,4.000,0.1997,0.6311,-0.0352,0.0087,생명의구슬
핫삼,브리무음,44,87,3.000,2.000,-0.0676,0.0038,-0.0676,,기합의띠
핫삼,눈여아,44,88,2.000,4.000,0.3750,0.7203,0.3750,0.0408,기합의띠
핫삼,어흥염,44,89,3.000,1.000,-0.5652,-0.3556,-0.5889,,자뭉열매
핫삼,마릴리,44,90,4.000,6.000,0.6018,0.7328,0.3940,,자뭉열매
핫삼,올리르바,44,91,2.000,5.000,0.8960,0.9449,0.8960,,기합의띠
핫삼,스트린더(로우),44,92,5.000,4.000,-0.4381,0.0526,-0.4381,,풍선
핫삼,펜드라,44,93,2.000,6.000,0.7953,0.9350,0.7953,0.7374,기합의띠
핫삼,화염레오,44,94,2.000,1.000,-0.6644,-0.6644,-0.6644,-0.7985,기합의띠
핫삼,윈디(히스이),44,95,2.000,1.000,-0.7985,-0.6622,-0.7985,,기합의띠
핫삼,캥카,44,96,2.000,2.000,-0.4331,-0.1567,-0.4331,-0.4629,타입강화
핫삼,꿈트렁,44,97,3.000,5.000,0.8178,0.9604,0.6537,,자뭉열매
핫삼,에써르(암컷),44,98,2.000,2.000,-0.2296,-0.2296,-0.2296,,없음
핫삼,후딘,44,99,1.000,3.000,0.2989,0.4330,0.1997,,기합의띠
핫삼,드래캄,44,100,4.000,4.000,0.5602,0.7019,0.3758,0.3758,생명의구슬
오롱털,보만다,45,1,3.000,3.000,0.0767,,0.0767,-0.4923,구애스카프
오롱털,한카리아스,45,2,2.000,2.000,-0.3288,,-0.3288,0.0068,구애스카프
오롱털,누리레느,45,3,3.000,2.000,-0.3288,,-0.3569,,자뭉열매
오롱털,갑주무사,45,4,4.000,2.000,-0.2340,,-0.1619,-0.3952,생명의구슬
오롱털,하마돈,45,5,4.000,3.000,0.0146,,-0.2321,,자뭉열매
오롱털,루카리오,45,6,3.000,1.000,-0.8977,,-0.8977,-0.8977,기합의띠
오롱털,드닐레이브,45,7,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
오롱털,브리두라스,45,8,4.000,2.000,-0.7955,,-0.7955,,자뭉열매
오롱털,타부자고,45,9,2.000,2.000,-0.4330,,-0.4330,,풍선
오롱털,따라큐,45,10,2.000,2.000,-0.3461,,-0.3288,,생명의구슬
오롱털,고릴타,45,11,3.000,2.000,-0.5621,,-0.5621,,생명의구슬
오롱털,킬가르도,45,12,2.000,1.000,-0.4311,,-0.4311,,먹다남은음식
오롱털,마스카나,45,13,2.000,2.000,-0.3288,,-0.3288,,구애스카프
오롱털,갸라도스,45,14,4.000,3.000,-0.4623,,-0.7955,0.0068,울퉁불퉁멧
오롱털,아머까오,45,15,5.000,3.000,-0.6980,,-0.7955,,울퉁불퉁멧
오롱털,킬라플로르,45,16,3.000,2.000,-0.5621,,-0.5621,-0.8977,기합의띠
오롱털,대쓰여너,45,17,2.000,2.000,-0.3288,,-0.3288,,구애스카프
오롱털,리자몽,45,18,3.000,2.000,-0.5396,,-0.5396,-0.6148,구애스카프
오롱털,포푸니크,45,19,3.000,2.000,-0.5621,,-0.5621,,없음
오롱털,개굴닌자,45,20,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
오롱털,에이스번,45,21,3.000,1.000,-0.8977,,-0.8977,,구애스카프
오롱털,알로라 나인테일,45,22,3.000,2.000,-0.5621,,-0.5621,,없음
오롱털,에써르(수컷),45,23,1.000,3.000,0.2401,,0.2401,,구애스카프
오롱털,워시로토무,45,24,3.000,3.000,-0.2267,,-0.2267,,먹다남은음식
오롱털,불카모스,45,25,3.000,3.000,-0.0270,,-0.1891,,자뭉열매
오롱털,빠르모트,45,26,2.000,2.000,-0.3288,,-0.3288,,기합의띠
오롱털,라우드본,45,27,2.000,3.000,-0.2317,,-0.2317,,자뭉열매
오롱털,삼삼드래,45,28,1.000,2.000,-0.0955,,-0.0955,,구애스카프
오롱털,메타그로스,45,29,2.000,2.000,-0.3288,,-0.6644,-0.6644,생명의구슬
오롱털,망나뇽,45,30,2.495,4.000,0.2334,,0.2334,-0.0685,없음
오롱털,님피아,45,31,3.000,1.000,-0.8314,,-0.8314,,먹다남은음식
오롱털,히트로토무,45,32,3.000,2.000,-0.5621,,-0.5621,,구애스카프
오롱털,거북왕,45,33,3.000,2.000,-0.5621,,-0.5621,-0.5621,없음
오롱털,대도각참,45,34,4.000,2.000,-0.3288,,-0.3288,,타입강화
오롱털,팬텀,45,35,1.000,2.000,-0.0955,,-0.3288,-0.4311,기합의띠
오롱털,마폭시,45,36,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
오롱털,엠페르트,45,37,3.000,2.000,-0.3173,,-0.3173,,없음
오롱털,번치코,45,38,3.000,2.000,-0.5621,,-0.3288,-0.5621,생명의구슬
오롱털,대짱이,45,39,3.000,2.000,-0.3288,,-0.5621,-0.5621,자뭉열매
오롱털,라이츄,45,40,2.000,3.000,0.0068,,0.0068,-0.3288,구애스카프
오롱털,블래키,45,41,3.000,17.000,0.9943,,0.9943,,먹다남은음식
오롱털,다크펫,45,42,1.000,2.000,-0.0955,,-0.3288,-0.0955,기합의띠
오롱털,더시마사리,45,43,4.000,6.000,0.8910,,0.5554,,먹다남은음식
오롱털,핫삼,45,44,3.000,2.000,-0.5048,,-0.6962,-0.7395,울퉁불퉁멧
오롱털,픽시,45,46,4.000,2.000,-0.5374,,-0.5374,-0.7708,먹다남은음식
오롱털,카디나르마,45,47,2.000,2.000,-0.3288,,-0.3288,,기합의띠
오롱털,앱솔,45,48,1.000,2.000,-0.0955,,-0.0955,-0.0955,없음
오롱털,찌리배리,45,49,4.000,4.000,0.2986,,0.0304,,먹다남은음식
오롱털,맘모꾸리,45,50,3.000,2.000,-0.5621,,-0.5621,,기합의띠
오롱털,파라블레이즈,45,51,2.000,3.000,0.0068,,0.0068,,기합의띠
오롱털,패리퍼,45,52,3.000,3.000,-0.2167,,-0.2167,,없음
오롱털,찌르호크,45,53,4.000,3.000,-0.6731,,-0.6731,-0.0547,구애스카프
오롱털,대검귀,45,54,2.000,3.000,0.0068,,0.0068,,타입강화
오롱털,마기라스,45,55,2.000,2.000,-0.3288,,-0.3288,-0.3288,먹다남은음식
오롱털,이어롭,45,56,3.000,2.000,-0.5621,,-0.5621,-0.3288,자뭉열매
오롱털,플라엣테,45,57,3.000,1.000,-0.7494,,-0.7494,-0.8977,구애스카프
오롱털,배바닐라,45,58,3.000,3.000,-0.2267,,-0.5621,,타입강화
오롱털,드래펄트,45,59,2.000,4.000,0.3424,,0.2401,,생명의구슬
오롱털,입치트,45,60,6.000,2.000,-0.7955,,-0.7955,-0.5621,기합의띠
오롱털,메가니움,45,61,4.000,3.000,-0.1828,,-0.1828,-0.7252,기합의띠
오롱털,메타몽,45,62,2.000,3.000,0.4735,,0.0068,,구애스카프
오롱털,이상해꽃,45,63,3.000,2.000,-0.7139,,-0.5979,-0.7139,생명의구슬
오롱털,밀로틱,45,64,4.000,4.000,-0.1643,,-0.1643,,먹다남은음식
오롱털,스코빌런,45,65,3.000,2.000,-0.2557,,-0.3218,-0.5621,먹다남은음식
오롱털,아쿠스타,45,66,2.000,4.000,0.3424,,0.3424,0.0068,기합의띠
오롱털,몰드류,45,67,3.000,2.000,-0.5621,,-0.5621,-0.5621,구애스카프
오롱털,조로아크(히스이),45,68,1.000,2.000,-0.0955,,-0.3288,,기합의띠
오롱털,미끄래곤(히스이),45,69,3.000,2.000,-0.3288,,-0.5621,,먹다남은음식
오롱털,잠만보,45,70,4.000,3.000,0.1323,,0.0043,,먹다남은음식
오롱털,무장조,45,71,4.000,3.000,-0.6606,,-0.7263,-0.7312,자뭉열매
오롱털,클레스퍼트라,45,72,2.000,3.000,0.0068,,0.0068,,기합의띠
오롱털,창파나이트,45,73,2.000,2.000,-0.3288,,-0.3288,,없음
오롱털,우츠보트,45,74,3.000,2.000,-0.5621,,-0.5621,-0.5621,기합의띠
오롱털,가라르야도킹,45,75,2.000,2.000,0.1379,,0.1379,,먹다남은음식
오롱털,깜까미,45,76,2.000,14.000,1.0000,,1.0000,1.0000,없음
오롱털,엘풍,45,77,3.000,2.000,-0.5621,,-0.5621,,기합의띠
오롱털,저승갓숭,45,78,2.000,2.000,-0.3288,,-0.3288,,먹다남은음식
오롱털,스트린더(하이),45,79,3.000,2.000,-0.5621,,-0.5621,,풍선
오롱털,샤미드,45,80,4.000,4.000,-0.1717,,-0.1717,,먹다남은음식
오롱털,사마자르,45,81,3.000,3.000,-0.2267,,-0.2267,,기합의띠
오롱털,인텔리레온,45,82,2.000,3.000,0.0068,,0.0068,,없음
오롱털,깨비물거미,45,83,3.000,4.000,0.5732,,0.4914,,자뭉열매
오롱털,가디안,45,84,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
오롱털,왕구리,45,85,3.000,3.000,-0.2267,,-0.2267,,없음
오롱털,엘레이드,45,86,1.000,3.000,0.2323,,-0.0955,-0.3175,생명의구슬
오롱털,브리무음,45,87,3.000,2.000,-0.0955,,-0.0955,,기합의띠
오롱털,눈여아,45,88,1.000,3.000,0.2401,,0.0068,-0.0955,기합의띠
오롱털,어흥염,45,89,5.000,2.000,-0.5859,,-0.7955,,자뭉열매
오롱털,마릴리,45,90,3.000,2.000,-0.0955,,-0.3288,,자뭉열매
오롱털,올리르바,45,91,3.000,3.000,0.1055,,0.1055,,기합의띠
오롱털,스트린더(로우),45,92,3.000,2.000,-0.5621,,-0.5621,,풍선
오롱털,펜드라,45,93,3.000,2.000,-0.7213,,-0.7213,-0.8977,기합의띠
오롱털,화염레오,45,94,3.000,2.000,-0.5621,,-0.5621,-0.5621,기합의띠
오롱털,윈디(히스이),45,95,3.000,2.000,-0.5584,,-0.5584,,기합의띠
오롱털,캥카,45,96,3.000,2.000,-0.5621,,-0.5621,-0.5982,타입강화
오롱털,꿈트렁,45,97,4.000,2.000,-0.7955,,-0.7955,,자뭉열매
오롱털,에써르(암컷),45,98,1.000,3.000,0.2401,,0.2401,,없음
오롱털,후딘,45,99,1.000,2.000,-0.0955,,-0.3288,,기합의띠
오롱털,드래캄,45,100,3.000,2.000,-0.0955,,-0.1977,-0.4311,생명의구슬
픽시,보만다,46,1,3.000,5.000,0.3752,0.5531,0.3752,-0.3446,구애스카프
픽시,한카리아스,46,2,3.000,3.000,-0.2020,0.6424,-0.2020,0.4295,구애스카프
픽시,누리레느,46,3,5.000,4.000,-0.2223,0.2748,-0.3983,,자뭉열매
픽시,갑주무사,46,4,4.000,3.000,0.0163,0.2456,-0.0062,0.0785,생명의구슬
픽시,하마돈,46,5,5.000,4.000,0.1377,0.6032,-0.1719,,자뭉열매
픽시,루카리오,46,6,3.000,2.000,-0.5730,-0.5374,-0.5730,-0.8730,기합의띠
픽시,드닐레이브,46,7,3.000,3.000,-0.2375,-0.3288,-0.2375,-0.2375,기합의띠
픽시,브리두라스,46,8,4.000,3.000,-0.4729,-0.2375,-0.6295,,자뭉열매
픽시,타부자고,46,9,5.000,2.000,-0.7988,-0.4929,-0.7988,,풍선
픽시,따라큐,46,10,4.000,5.000,-0.1400,-0.1181,-0.3939,,생명의구슬
픽시,고릴타,46,11,3.000,3.000,-0.4729,0.7012,-0.5374,,생명의구슬
픽시,킬가르도,46,12,4.000,2.000,-0.5730,-0.1310,-0.8063,,먹다남은음식
픽시,마스카나,46,13,2.000,3.000,0.0068,-0.3041,0.0068,,구애스카프
픽시,갸라도스,46,14,5.000,4.000,-0.4374,-0.1706,-0.4374,0.0960,울퉁불퉁멧
픽시,아머까오,46,15,5.000,4.000,-0.4374,0.2961,-0.4374,,울퉁불퉁멧
픽시,킬라플로르,46,16,8.000,2.000,-0.7955,-0.7955,-0.7955,-0.8063,기합의띠
픽시,대쓰여너,46,17,5.000,2.000,-0.6295,-0.7708,-0.6295,,구애스카프
픽시,리자몽,46,18,8.000,3.000,-0.7000,-0.6236,-0.7000,-0.7078,구애스카프
픽시,포푸니크,46,19,4.000,2.000,-0.7708,-0.2622,-0.7708,,없음
픽시,개굴닌자,46,20,2.000,3.000,-0.0287,-0.0040,-0.0287,-0.3288,기합의띠
픽시,에이스번,46,21,7.000,2.000,-0.8063,-0.7955,-0.8063,,구애스카프
픽시,알로라 나인테일,46,22,4.000,4.000,0.0963,-0.2375,0.0963,,없음
픽시,에써르(수컷),46,23,4.000,5.000,0.0963,0.4046,0.0963,,구애스카프
픽시,워시로토무,46,24,4.000,4.000,-0.1706,-0.2622,-0.3375,,먹다남은음식
픽시,불카모스,46,25,9.000,5.000,-0.6999,-0.6482,-0.7000,,자뭉열매
픽시,빠르모트,46,26,2.000,3.000,-0.0287,-0.3041,-0.0287,,기합의띠
픽시,라우드본,46,27,11.000,4.000,-0.7000,-0.5023,-0.7000,,자뭉열매
픽시,삼삼드래,46,28,2.000,4.000,0.3316,0.5402,0.3316,,구애스카프
픽시,메타그로스,46,29,4.000,2.000,-0.7708,-0.3041,-0.5730,-0.7708,생명의구슬
픽시,망나뇽,46,30,3.495,5.000,0.3332,0.3571,0.3332,0.2071,없음
픽시,님피아,46,31,7.000,3.000,-0.6669,-0.2999,-0.7029,,먹다남은음식
픽시,히트로토무,46,32,8.000,3.000,-0.6999,-0.7096,-0.6999,,구애스카프
픽시,거북왕,46,33,5.000,3.000,-0.5942,-0.4166,-0.5942,-0.7083,없음
픽시,대도각참,46,34,4.000,2.000,-0.3041,0.2292,-0.3041,,타입강화
픽시,팬텀,46,35,5.000,2.000,-0.7955,-0.7708,-0.7955,-0.7955,기합의띠
픽시,마폭시,46,36,8.000,3.000,-0.7101,-0.6998,-0.7101,-0.7101,기합의띠
픽시,엠페르트,46,37,7.000,3.000,-0.7089,-0.3983,-0.7089,,없음
픽시,번치코,46,38,4.000,3.000,-0.4729,-0.2375,-0.7708,-0.4729,생명의구슬
픽시,대짱이,46,39,5.000,3.000,-0.3961,0.2961,-0.6068,-0.7096,자뭉열매
픽시,라이츄,46,40,4.000,4.000,-0.2308,-0.5374,-0.2308,-0.4729,구애스카프
픽시,블래키,46,41,4.000,12.000,0.9172,0.9172,0.8485,,먹다남은음식
픽시,다크펫,46,42,3.000,2.000,-0.5621,0.2292,-0.5621,-0.7708,기합의띠
픽시,더시마사리,46,43,13.000,8.000,-0.6312,0.1901,-0.7000,,먹다남은음식
픽시,핫삼,46,44,2.000,3.000,0.1746,0.6413,0.1746,-0.0669,울퉁불퉁멧
픽시,오롱털,46,45,2.000,4.000,0.5402,0.7735,0.5402,,없음
픽시,카디나르마,46,47,8.000,3.000,-0.6999,-0.6043,-0.6999,,기합의띠
픽시,앱솔,46,48,2.000,5.000,0.6424,-0.0040,0.6424,0.3068,없음
픽시,찌리배리,46,49,6.000,6.000,0.1377,0.0269,-0.1640,,먹다남은음식
픽시,맘모꾸리,46,50,4.000,3.000,-0.4374,-0.5621,-0.4374,,기합의띠
픽시,파라블레이즈,46,51,8.000,3.000,-0.7101,-0.6998,-0.7101,,기합의띠
픽시,패리퍼,46,52,4.000,4.000,-0.1110,0.6097,-0.1110,,없음
픽시,찌르호크,46,53,5.000,4.000,-0.4439,0.0705,-0.4439,0.0350,구애스카프
픽시,대검귀,46,54,2.000,5.000,0.6424,0.3316,0.6424,,타입강화
픽시,마기라스,46,55,3.000,3.000,-0.2020,0.1379,-0.2020,-0.2375,먹다남은음식
픽시,이어롭,46,56,4.000,3.000,-0.4729,-0.4374,-0.7083,-0.3288,자뭉열매
픽시,플라엣테,46,57,6.000,3.000,-0.7045,-0.5241,-0.7045,-0.7053,구애스카프
픽시,배바닐라,46,58,3.000,4.000,-0.1706,-0.5374,-0.4729,,타입강화
픽시,드래펄트,46,59,2.000,4.000,0.3068,0.3068,-0.0287,,생명의구슬
픽시,입치트,46,60,2.000,3.000,0.2292,0.4379,0.2292,0.2292,기합의띠
픽시,메가니움,46,61,5.000,5.000,-0.0080,0.8565,-0.0080,-0.5539,기합의띠
픽시,메타몽,46,62,3.000,7.000,0.9737,0.9798,0.9243,,구애스카프
픽시,이상해꽃,46,63,5.000,3.000,-0.6031,-0.1940,-0.5899,-0.7399,생명의구슬
픽시,밀로틱,46,64,8.000,7.000,-0.2997,-0.1447,-0.6906,,먹다남은음식
픽시,스코빌런,46,65,6.000,3.000,-0.6126,-0.2969,-0.6905,-0.7100,먹다남은음식
픽시,아쿠스타,46,66,4.000,5.000,0.1315,0.0960,0.1315,0.0963,기합의띠
픽시,몰드류,46,67,3.000,2.000,-0.7708,-0.2375,-0.7708,-0.7708,구애스카프
픽시,조로아크(히스이),46,68,3.000,3.000,-0.2375,0.0960,-0.2375,,기합의띠
픽시,미끄래곤(히스이),46,69,6.000,2.000,-0.7708,-0.5374,-0.7955,,먹다남은음식
픽시,잠만보,46,70,7.000,4.000,-0.3591,-0.0171,-0.6815,,먹다남은음식
픽시,무장조,46,71,4.000,3.000,-0.2416,0.2363,-0.4303,-0.6684,자뭉열매
픽시,클레스퍼트라,46,72,4.000,5.000,0.1315,0.5803,0.1315,,기합의띠
픽시,창파나이트,46,73,2.000,4.000,0.3068,0.8897,0.3068,,없음
픽시,우츠보트,46,74,4.000,3.000,-0.4729,-0.0042,-0.4729,-0.7708,기합의띠
픽시,가라르야도킹,46,75,10.000,3.000,-0.7388,-0.6628,-0.7388,,먹다남은음식
픽시,깜까미,46,76,2.000,10.000,1.0000,1.0000,1.0000,0.9974,없음
픽시,엘풍,46,77,3.000,5.000,0.4295,0.9304,0.4295,,기합의띠
픽시,저승갓숭,46,78,3.000,6.000,0.5220,0.1184,0.3182,,먹다남은음식
픽시,스트린더(하이),46,79,6.000,2.000,-0.7955,-0.6048,-0.7955,,풍선
픽시,샤미드,46,80,7.000,6.000,-0.5208,0.1123,-0.6935,,먹다남은음식
픽시,사마자르,46,81,4.000,5.000,0.1315,-0.2375,0.1315,,기합의띠
픽시,인텔리레온,46,82,3.000,4.000,-0.1706,0.0960,-0.1706,,없음
픽시,깨비물거미,46,83,5.000,5.000,0.3099,0.8409,0.0998,,자뭉열매
픽시,가디안,46,84,5.000,4.000,-0.3469,-0.1706,-0.3469,-0.7083,기합의띠
픽시,왕구리,46,85,5.000,5.000,-0.0680,0.0628,-0.0680,,없음
픽시,엘레이드,46,86,3.000,4.000,0.1061,-0.0287,0.0098,0.0960,생명의구슬
픽시,브리무음,46,87,4.000,4.000,0.2079,0.4820,0.2079,,기합의띠
픽시,눈여아,46,88,3.000,4.000,0.3577,-0.2375,0.3577,-0.4374,기합의띠
픽시,어흥염,46,89,5.000,3.000,-0.3784,0.2961,-0.6128,,자뭉열매
픽시,마릴리,46,90,4.000,6.000,0.1887,0.4866,-0.0843,,자뭉열매
픽시,올리르바,46,91,4.000,4.000,0.3748,0.7034,0.3748,,기합의띠
픽시,스트린더(로우),46,92,6.000,2.000,-0.7955,-0.6048,-0.7955,,풍선
픽시,펜드라,46,93,3.000,2.000,-0.5374,-0.4385,-0.5374,-0.7073,기합의띠
픽시,화염레오,46,94,7.000,3.000,-0.6998,-0.5887,-0.6998,-0.7101,기합의띠
픽시,윈디(히스이),46,95,8.000,3.000,-0.7097,-0.8059,-0.7097,,기합의띠
픽시,캥카,46,96,5.000,3.000,-0.6153,-0.3961,-0.6208,-0.7085,타입강화
픽시,꿈트렁,46,97,3.000,2.000,-0.5217,0.4270,-0.5341,,자뭉열매
픽시,에써르(암컷),46,98,4.000,5.000,-0.0393,0.3906,-0.0393,,없음
픽시,후딘,46,99,4.000,4.000,-0.2794,0.2725,-0.2794,,기합의띠
픽시,드래캄,46,100,5.000,2.000,-0.5374,-0.3041,-0.3396,-0.7816,생명의구슬
카디나르마,보만다,47,1,4.000,3.000,-0.4922,,-0.4922,-0.4922,구애스카프
카디나르마,한카리아스,47,2,3.000,2.000,-0.5621,,-0.5621,-0.5621,구애스카프
카디나르마,누리레느,47,3,3.000,2.000,-0.0955,,-0.1236,,자뭉열매
카디나르마,갑주무사,47,4,2.000,3.000,0.4070,,0.1379,0.4667,생명의구슬
카디나르마,하마돈,47,5,3.000,2.000,0.0522,,-0.1812,,자뭉열매
카디나르마,루카리오,47,6,1.000,3.000,0.2401,,0.0068,-0.0955,기합의띠
카디나르마,드닐레이브,47,7,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
카디나르마,브리두라스,47,8,2.000,2.000,-0.3288,,-0.3288,,자뭉열매
카디나르마,타부자고,47,9,2.000,2.000,-0.2564,,-0.2564,,풍선
카디나르마,따라큐,47,10,2.000,3.000,-0.0105,,-0.3288,,생명의구슬
카디나르마,고릴타,47,11,1.000,2.000,-0.0955,,-0.0955,,생명의구슬
카디나르마,킬가르도,47,12,2.000,2.000,0.1379,,0.1379,,먹다남은음식
카디나르마,마스카나,47,13,1.000,2.000,-0.0955,,-0.0955,,구애스카프
카디나르마,갸라도스,47,14,3.000,2.000,-0.5621,,-0.5621,-0.3288,울퉁불퉁멧
카디나르마,아머까오,47,15,2.000,4.000,0.8090,,0.8090,,울퉁불퉁멧
카디나르마,킬라플로르,47,16,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
카디나르마,대쓰여너,47,17,2.000,1.000,-0.6644,,-0.6644,,구애스카프
카디나르마,리자몽,47,18,3.000,4.000,0.0943,,0.0943,-0.2627,구애스카프
카디나르마,포푸니크,47,19,1.000,3.000,0.2401,,0.2401,,없음
카디나르마,개굴닌자,47,20,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
카디나르마,에이스번,47,21,3.000,2.000,-0.5621,,-0.5621,,구애스카프
카디나르마,알로라 나인테일,47,22,1.000,3.000,0.2401,,0.2401,,없음
카디나르마,에써르(수컷),47,23,2.000,3.000,0.0068,,0.0068,,구애스카프
카디나르마,워시로토무,47,24,2.000,2.000,-0.3288,,-0.3288,,먹다남은음식
카디나르마,불카모스,47,25,3.000,3.000,-0.0270,,-0.1891,,자뭉열매
카디나르마,빠르모트,47,26,1.000,3.000,0.2401,,0.0068,,기합의띠
카디나르마,라우드본,47,27,4.000,2.000,-0.0005,,-0.1959,,자뭉열매
카디나르마,삼삼드래,47,28,2.000,2.000,-0.3288,,-0.3288,,구애스카프
카디나르마,메타그로스,47,29,1.000,2.000,0.3712,,0.3712,-0.3288,생명의구슬
카디나르마,망나뇽,47,30,4.495,3.000,-0.6274,,-0.6274,-0.7464,없음
카디나르마,님피아,47,31,4.000,3.000,0.2849,,0.0710,,먹다남은음식
카디나르마,히트로토무,47,32,3.000,3.000,-0.2267,,-0.2267,,구애스카프
카디나르마,거북왕,47,33,3.000,1.000,-0.8977,,-0.8977,-0.8977,없음
카디나르마,대도각참,47,34,1.000,2.000,0.3712,,0.3712,,타입강화
카디나르마,팬텀,47,35,1.000,2.000,-0.0955,,-0.3288,-0.3288,기합의띠
카디나르마,마폭시,47,36,4.000,4.000,-0.3378,,-0.3378,-0.6558,기합의띠
카디나르마,엠페르트,47,37,2.000,2.000,0.1108,,0.1108,,없음
카디나르마,번치코,47,38,2.000,2.000,-0.3288,,-0.0955,-0.3288,생명의구슬
카디나르마,대짱이,47,39,2.000,2.000,0.1379,,0.1379,-0.1977,자뭉열매
카디나르마,라이츄,47,40,2.000,3.000,0.0068,,0.0068,-0.3288,구애스카프
카디나르마,블래키,47,41,3.000,3.000,0.2229,,0.0228,,먹다남은음식
카디나르마,다크펫,47,42,2.000,2.000,0.1379,,0.1379,-0.4311,기합의띠
카디나르마,더시마사리,47,43,2.000,4.000,0.8090,,0.5732,,먹다남은음식
카디나르마,핫삼,47,44,1.000,4.000,0.7656,,0.7656,0.6663,울퉁불퉁멧
카디나르마,오롱털,47,45,2.000,2.000,0.1379,,0.1379,,없음
카디나르마,픽시,47,46,3.000,8.000,0.9907,,0.8992,0.7873,먹다남은음식
카디나르마,앱솔,47,48,2.000,2.000,-0.0955,,-0.0955,-0.3288,없음
카디나르마,찌리배리,47,49,3.000,4.000,0.5513,,0.2986,,먹다남은음식
카디나르마,맘모꾸리,47,50,2.000,2.000,-0.3288,,-0.3288,,기합의띠
카디나르마,파라블레이즈,47,51,3.000,2.000,-0.5621,,-0.5621,,기합의띠
카디나르마,패리퍼,47,52,3.000,2.000,0.1007,,0.1007,,없음
카디나르마,찌르호크,47,53,2.000,3.000,-0.1840,,-0.1840,-0.0547,구애스카프
카디나르마,대검귀,47,54,2.000,2.000,-0.3288,,-0.3288,,타입강화
카디나르마,마기라스,47,55,1.000,2.000,0.3712,,0.3712,0.0356,먹다남은음식
카디나르마,이어롭,47,56,2.000,3.000,0.0068,,0.0068,-0.3288,자뭉열매
카디나르마,플라엣테,47,57,3.000,4.000,0.0030,,0.0030,-0.1990,구애스카프
카디나르마,배바닐라,47,58,1.000,5.000,0.9113,,0.5757,,타입강화
카디나르마,드래펄트,47,59,3.000,2.000,-0.5621,,-0.5621,,생명의구슬
카디나르마,입치트,47,60,1.000,4.000,0.8090,,0.8090,0.7068,기합의띠
카디나르마,메가니움,47,61,2.000,3.000,0.3116,,0.2414,-0.0942,기합의띠
카디나르마,메타몽,47,62,1.000,5.000,0.9113,,0.9113,,구애스카프
카디나르마,이상해꽃,47,63,2.000,3.000,0.0883,,-0.0290,-0.2624,생명의구슬
카디나르마,밀로틱,47,64,4.000,3.000,-0.4629,,-0.6553,,먹다남은음식
카디나르마,스코빌런,47,65,2.000,4.000,0.8162,,0.8162,0.5757,먹다남은음식
카디나르마,아쿠스타,47,66,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
카디나르마,몰드류,47,67,1.000,2.000,-0.0955,,-0.0955,-0.4311,구애스카프
카디나르마,조로아크(히스이),47,68,2.000,2.000,-0.3288,,-0.3288,,기합의띠
카디나르마,미끄래곤(히스이),47,69,2.000,2.000,0.1379,,-0.0955,,먹다남은음식
카디나르마,잠만보,47,70,3.000,3.000,0.0578,,-0.0306,,먹다남은음식
카디나르마,무장조,47,71,2.000,4.000,0.7166,,0.7166,-0.0214,자뭉열매
카디나르마,클레스퍼트라,47,72,2.000,3.000,0.0068,,0.0068,,기합의띠
카디나르마,창파나이트,47,73,2.000,3.000,0.4735,,0.4735,,없음
카디나르마,우츠보트,47,74,1.000,4.000,0.8090,,0.8090,0.4735,기합의띠
카디나르마,가라르야도킹,47,75,3.000,4.000,0.2817,,0.2817,,먹다남은음식
카디나르마,깜까미,47,76,2.000,3.000,0.2835,,0.2835,0.1822,없음
카디나르마,엘풍,47,77,1.000,7.000,1.0000,,1.0000,,기합의띠
카디나르마,저승갓숭,47,78,2.000,3.000,0.0068,,0.0068,,먹다남은음식
카디나르마,스트린더(하이),47,79,2.000,3.000,0.2401,,0.2401,,풍선
카디나르마,샤미드,47,80,4.000,2.000,-0.3000,,-0.3000,,먹다남은음식
카디나르마,사마자르,47,81,2.000,2.000,-0.3288,,-0.3288,,기합의띠
카디나르마,인텔리레온,47,82,2.000,2.000,-0.3288,,-0.3288,,없음
카디나르마,깨비물거미,47,83,3.000,3.000,0.0060,,-0.0653,,자뭉열매
카디나르마,가디안,47,84,3.000,4.000,0.1066,,0.1066,-0.2267,기합의띠
카디나르마,왕구리,47,85,3.000,2.000,-0.0955,,-0.0955,,없음
카디나르마,엘레이드,47,86,3.000,2.000,-0.5508,,-0.3367,-0.5621,생명의구슬
카디나르마,브리무음,47,87,2.000,5.000,0.9089,,0.9089,,기합의띠
카디나르마,눈여아,47,88,1.000,2.000,-0.0955,,-0.3288,-0.0955,기합의띠
카디나르마,어흥염,47,89,2.000,2.000,0.1379,,0.1141,,자뭉열매
카디나르마,마릴리,47,90,3.000,3.000,0.0394,,0.0394,,자뭉열매
